study,id,t,r,n,study_year,unpublished_data,rob,unpublished
Schweizer1994 (VEN 600A-301 FDA),463,placebo,37,78,1994,1,2,0
Guelfi1995 (VEN 600A-206 FDA),464,venlafaxine,24,46,1995,1,2,0
Guelfi1995 (VEN 600A-206 FDA),464,placebo,13,47,1995,1,2,0
Dierick1996,465,fluoxetine,95,161,1994,0,2,0
Dierick1996,465,venlafaxine,107,153,1994,0,2,0
Lecrubier1997,466,venlafaxine,50,78,1997,0,2,0
Lecrubier1997,466,placebo,38,76,1997,0,2,0
Cunningham1997 (VEN XR 208 - FDA),467,venlafaxine,104,193,1997,1,2,0
Cunningham1997 (VEN XR 208 - FDA),467,placebo,36,100,1997,1,2,0
Thase1997 (VEN XR 209 FDA),468,venlafaxine,53,95,1997,1,2,0
Thase1997 (VEN XR 209 FDA),468,placebo,30,102,1997,1,2,0
Tylee1997,469,fluoxetine,58,170,1997,0,2,0
Tylee1997,469,venlafaxine,67,171,1997,0,2,0
Hackett1998,470,fluvoxamine,14,34,1998,0,2,0
Hackett1998,470,venlafaxine,48,77,1998,0,2,0
Costaesilva1998,471,fluoxetine,153,186,1998,0,1,0
Costaesilva1998,471,venlafaxine,170,196,1998,0,1,0
McPartlin1998,472,paroxetine,117,178,1998,0,2,0
McPartlin1998,472,venlafaxine,130,183,1998,0,2,0
Samuelian1998,473,venlafaxine,30,52,1998,0,2,0
Samuelian1998,473,clomipramine,20,50,1998,0,2,0
Khan1998,474,venlafaxine,139,258,1998,0,2,0
Khan1998,474,placebo,32,95,1998,0,2,0
Smeraldi1998,475,venlafaxine,41,55,1998,0,2,0
Smeraldi1998,475,clomipramine,40,58,1998,0,2,0
Smeraldi1998,475,trazodone,33,57,1998,0,2,0
Rudolph1998 (VEN 600A-203 (FDA),476,venlafaxine,115,266,1998,1,1,0
Rudolph1998 (VEN 600A-203 (FDA),476,placebo,27,92,1998,1,1,0
Alves1999,477,fluoxetine,40,47,1999,0,1,0
Alves1999,477,venlafaxine,34,40,1999,0,1,0
Rudolph1999,478,fluoxetine,52,103,1999,0,1,0
Rudolph1999,478,venlafaxine,54,100,1999,0,1,0
Rudolph1999,478,placebo,41,98,1999,0,1,0
Silverstone1999,479,fluoxetine,67,121,1999,0,2,0
Silverstone1999,479,venlafaxine,73,128,1999,0,2,0
Silverstone1999,479,placebo,48,119,1999,0,2,0
Mehtonen2000,480,sertraline,41,72,2000,0,1,0
Mehtonen2000,480,venlafaxine,49,75,2000,0,1,0
Tzanakaki2000,481,fluoxetine,33,54,2000,0,2,0
Tzanakaki2000,481,venlafaxine,38,55,2000,0,2,0
Gentil2000,482,venlafaxine,43,57,2000,0,1,0
Gentil2000,482,amitriptyline,44,59,2000,0,1,0
Casabona2002 (0600B 428),483,paroxetine,29,56,2002,1,1,0
Casabona2002 (0600B 428),483,venlafaxine,43,58,2002,1,1,0
Sauer2003,484,venlafaxine,30,79,2003,0,2,0
Sauer2003,484,amitriptyline,35,77,2003,0,2,0
Allard2004,485,citalopram,50,75,2004,0,2,0
Allard2004,485,venlafaxine,49,76,2004,0,2,0
Schatzberg2006a,486,fluoxetine,37,100,2006,0,2,0
Schatzberg2006a,486,venlafaxine,41,104,2006,0,2,0
Schatzberg2006a,486,placebo,40,96,2006,0,2,0
Nemeroff2007,487,fluoxetine,45,104,2007,0,2,0
Nemeroff2007,487,venlafaxine,51,102,2007,0,2,0
Nemeroff2007,487,placebo,37,102,2007,0,2,0
Keller2007 (NCT00046020),488,fluoxetine,210,275,2007,0,2,0
Keller2007 (NCT00046020),488,venlafaxine,612,821,2007,0,2,0
Sheehan2009a,489,fluoxetine,35,99,2009,0,1,0
Sheehan2009a,489,venlafaxine,47,95,2009,0,1,0
Sheehan2009a,489,placebo,35,95,2009,0,1,0
Hosseini2015 (IRCT201203048513N1.),493,venlafaxine,12,28,2011,0,2,0
Hosseini2015 (IRCT201203048513N1.),493,citalopram,21,25,2011,0,2,0
"Learned2012a Study1 (EUCTR2005-003401-87, SND103285, NCT00448058)",494,venlafaxine,85,134,2008,1,2,0
"Learned2012a Study1 (EUCTR2005-003401-87, SND103285, NCT00448058)",494,placebo,67,126,2008,1,2,0
Heller2009(NCT00909155),496,venlafaxine,9,15,2009,1,2,0
Heller2009(NCT00909155),496,fluoxetine,8,14,2009,1,2,0
Chang 2015,497,fluoxetine,41,58,2015,0,2,0
Chang 2015,497,venlafaxine,38,54,2015,0,2,0
Rickels2009 (GNSC-04-DP-02 FDA) (NCT00285376),498,vilazodone,88,205,2007,0,2,0
Rickels2009 (GNSC-04-DP-02 FDA) (NCT00285376),498,placebo,65,205,2007,0,2,0
Khan2011 (CLDA-07-DP-02 FDA) (NCT00683592),499,vilazodone,102,240,2009,1,1,0
Khan2011 (CLDA-07-DP-02 FDA) (NCT00683592),499,placebo,76,241,2009,1,1,0
FDA 244 (EMD 68 843-009),500,fluoxetine,30,89,1987,1,2,1
FDA 244 (EMD 68 843-009),500,placebo,35,95,1987,1,2,1
FDA 245 (EMD 68 843-010),501,fluoxetine,43,92,2011,1,2,1
FDA 245 (EMD 68 843-010),501,placebo,42,99,2011,1,2,1
FDA 246 (SB 659746-003),502,vilazodone,56,123,2011,1,2,1
FDA 246 (SB 659746-003),502,citalopram,53,117,2011,1,2,1
FDA 246 (SB 659746-003),502,placebo,54,129,2011,1,2,1
FDA 248 (SB 659746-002),504,vilazodone,63,132,2011,1,2,1
FDA 248 (SB 659746-002),504,placebo,62,128,2011,1,2,1
Croft2014 (NCT01473394),505,vilazodone,146,260,2013,0,1,0
Croft2014 (NCT01473394),505,placebo,91,258,2013,0,1,0
Mathews2015 (NCT01473381),506,vilazodone,319,583,2013,1,1,0
Mathews2015 (NCT01473381),506,placebo,125,290,2013,1,1,0
Mathews2015 (NCT01473381),506,citalopram,151,289,2013,1,1,0
"Alvarez2012 (11492A, NCT00839423)",508,placebo,42,105,2007,1,2,0
"Alvarez2012 (11492A, NCT00839423)",508,vortioxetine,147,210,2007,1,2,0
"Alvarez2012 (11492A, NCT00839423)",508,venlafaxine,81,114,2007,1,2,0
"Jain2013 (303, NCT00672958)",509,placebo,132,300,2008,1,1,0
"Jain2013 (303, NCT00672958)",509,vortioxetine,135,300,2008,1,1,0
"Mahableshwarkar2013 (304, NCT00672620)",510,placebo,48,153,2008,1,1,0
"Mahableshwarkar2013 (304, NCT00672620)",510,vortioxetine,58,153,2008,1,1,0
"Mahableshwarkar2013 (304, NCT00672620)",510,duloxetine,76,152,2008,1,1,0
"Baldwin2012 (11984A, NCT00635219)",511,placebo,68,152,2009,1,1,0
"Baldwin2012 (11984A, NCT00635219)",511,vortioxetine,174,312,2009,1,1,0
"Baldwin2012 (11984A, NCT00635219)",511,duloxetine,85,157,2009,1,1,0
"Henigsberg2012 (305, NCT00735709)",512,placebo,32,140,2009,1,1,0
"Henigsberg2012 (305, NCT00735709)",512,vortioxetine,132,280,2009,1,1,0
"Katona2012 (12541A, NCT00811252)",513,placebo,51,145,2010,1,1,0
"Katona2012 (12541A, NCT00811252)",513,vortioxetine,82,156,2010,1,1,0
"Katona2012 (12541A, NCT00811252)",513,duloxetine,93,151,2010,1,1,0
"Boulenger2014 (13267A, NCT01140906)",514,placebo,51,158,2011,1,2,0
"Boulenger2014 (13267A, NCT01140906)",514,vortioxetine,178,303,2011,1,2,0
"Boulenger2014 (13267A, NCT01140906)",514,duloxetine,108,147,2011,1,2,0
"Jacobsen2015 (316, NCT01163266)",515,placebo,44,157,2012,1,1,0
"Jacobsen2015 (316, NCT01163266)",515,vortioxetine,110,305,2012,1,1,0
"Mahableshwarkar2015a (315, NCT01153009)",516,placebo,60,161,2012,1,1,0
"Mahableshwarkar2015a (315, NCT01153009)",516,vortioxetine,129,301,2012,1,1,0
"Mahableshwarkar2015a (315, NCT01153009)",516,duloxetine,80,152,2012,1,1,0
"Mahableshwarkar2015b (317, NCT01179516)",517,placebo,49,160,2012,1,1,0
"Mahableshwarkar2015b (317, NCT01179516)",517,vortioxetine,107,309,2012,1,1,0
"NCT01355081(japicCTI-111492, U1111-1120-9277)",518,vortioxetine,117,242,2012,1,1,1
"NCT01355081(japicCTI-111492, U1111-1120-9277)",518,placebo,49,124,2012,1,1,1
"NCT01255787 (EUCTR2010-022257-41, Lu AA21004/CCT-002, U1111-1117-6595, JapicCTI-101344, CTRI/2011/08/001963)",519,placebo,59,152,2012,1,1,1
"NCT01255787 (EUCTR2010-022257-41, Lu AA21004/CCT-002, U1111-1117-6595, JapicCTI-101344, CTRI/2011/08/001963)",519,vortioxetine,226,448,2012,1,1,1
McIntyre2014 (NCT01422213),520,placebo,57,198,2013,1,1,0
McIntyre2014 (NCT01422213),520,vortioxetine,212,404,2013,1,1,0
"Wang2015 (NCT01571453, KCT0000432, 13926A)",521,vortioxetine,139,213,2013,1,1,0
"Wang2015 (NCT01571453, KCT0000432, 13926A)",521,venlafaxine,132,230,2013,1,1,0
Mahableshwarkar2015c (NCT01564862),522,vortioxetine,89,198,2014,1,1,0
Mahableshwarkar2015c (NCT01564862),522,duloxetine,102,210,2014,1,1,0
Mahableshwarkar2015c (NCT01564862),522,placebo,69,194,2014,1,1,0
